                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.79986,                0.58099,                 1.1965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007921,              0.0007921,              0.0007921
                     23,                0.79992,                0.58426,                 1.2117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007822,              0.0007822,              0.0007822
                     24,                0.78996,                 0.5728,                 1.2017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007723,              0.0007723,              0.0007723
                     25,                 0.7734,                0.56793,                 1.2006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007624,              0.0007624,              0.0007624
                     26,                0.77821,                0.56133,                 1.1928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007525,              0.0007525,              0.0007525
                     27,                0.76765,                0.55788,                 1.1935,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007426,              0.0007426,              0.0007426
                     28,                0.76251,                0.54545,                   1.19,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007327,              0.0007327,              0.0007327
                     29,                0.75602,                0.54226,                 1.1785,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007228,              0.0007228,              0.0007228
                     30,                0.74812,                0.54223,                 1.1733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007129,              0.0007129,              0.0007129
                     31,                0.74871,                0.53657,                 1.1651,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000703,               0.000703,               0.000703
                     32,                0.74147,                0.52809,                 1.1676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006931,              0.0006931,              0.0006931
                     33,                 0.7318,                0.51927,                 1.1627,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006832,              0.0006832,              0.0006832
                     34,                0.72341,                0.51063,                 1.1522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006733,              0.0006733,              0.0006733
                     35,                0.72102,                0.51238,                 1.1537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006634,              0.0006634,              0.0006634
                     36,                0.71798,                  0.514,                 1.1541,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006535,              0.0006535,              0.0006535
                     37,                0.71541,                0.51314,                 1.1432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006436,              0.0006436,              0.0006436
                     38,                 0.7076,                0.49489,                 1.1406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006337,              0.0006337,              0.0006337
                     39,                0.71007,                0.49577,                 1.1432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006238,              0.0006238,              0.0006238
                     40,                0.69839,                0.49027,                  1.139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006139,              0.0006139,              0.0006139
                     41,                0.69964,                0.48905,                 1.1386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000604,               0.000604,               0.000604
                     42,                0.68736,                0.47889,                 1.1278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005941,              0.0005941,              0.0005941
