                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.83793,                0.50604,                 1.0935,                  0.855,                0.74856,                0.83464,                0.60896,                 1.0549,                0.63391,                 1.1819,              0.0002278,              0.0002278,              0.0002278
                     80,                0.82375,                0.50065,                 1.0906,                0.85326,                0.75129,                0.83524,                 0.6088,                 1.0547,                0.63333,                 1.1821,              0.0002179,              0.0002179,              0.0002179
                     81,                0.83722,                0.50839,                  1.105,                0.84983,                0.75263,                0.83483,                0.60838,                 1.0551,                0.63234,                 1.1837,               0.000208,               0.000208,               0.000208
                     82,                0.82974,                0.50513,                 1.0905,                0.85241,                0.75009,                0.83423,                0.60878,                 1.0543,                0.63148,                 1.1839,              0.0001981,              0.0001981,              0.0001981
                     83,                0.82371,                0.49509,                 1.0878,                0.85648,                0.75017,                0.83398,                0.60962,                 1.0533,                0.63088,                 1.1835,              0.0001882,              0.0001882,              0.0001882
                     84,                0.82132,                0.49386,                 1.0802,                0.85784,                0.74878,                0.83525,                0.61048,                 1.0522,                0.63003,                 1.1827,              0.0001783,              0.0001783,              0.0001783
                     85,                0.82375,                0.49321,                 1.0811,                0.85482,                0.75256,                0.83516,                 0.6102,                 1.0516,                0.63084,                 1.1816,              0.0001684,              0.0001684,              0.0001684
                     86,                0.82087,                0.49034,                 1.0786,                0.85462,                0.75334,                 0.8357,                0.61033,                 1.0517,                0.63092,                 1.1815,              0.0001585,              0.0001585,              0.0001585
                     87,                 0.8141,                0.48568,                 1.0792,                0.85363,                 0.7542,                0.83602,                0.61025,                 1.0517,                0.63053,                 1.1808,              0.0001486,              0.0001486,              0.0001486
                     88,                 0.8171,                0.48591,                 1.0829,                 0.8509,                0.75696,                0.83613,                0.61017,                 1.0516,                0.63032,                 1.1806,              0.0001387,              0.0001387,              0.0001387
                     89,                0.80903,                0.48447,                 1.0748,                0.85462,                0.75554,                0.83596,                0.61025,                 1.0513,                0.63005,                 1.1803,              0.0001288,              0.0001288,              0.0001288
                     90,                0.80709,                0.48146,                 1.0757,                0.85595,                0.75446,                0.83602,                0.61057,                  1.052,                0.62979,                  1.181,              0.0001189,              0.0001189,              0.0001189
                     91,                0.92431,                0.52521,                 1.0942,                0.85687,                0.75316,                0.83615,                0.61049,                 1.0525,                0.62949,                 1.1818,               0.000109,               0.000109,               0.000109
                     92,                0.92734,                0.53086,                 1.0922,                0.85881,                0.75277,                 0.8362,                 0.6114,                 1.0525,                0.62979,                 1.1821,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.92244,                0.51761,                 1.0973,                0.86099,                0.75201,                0.83595,                0.61125,                 1.0522,                0.62968,                 1.1821,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.91493,                0.51443,                 1.0856,                0.86108,                0.75117,                  0.836,                0.61156,                 1.0519,                0.62952,                 1.1817,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.91895,                0.51687,                 1.0891,                0.86021,                0.75352,                0.83634,                0.61197,                 1.0518,                0.62983,                 1.1817,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.91646,                0.51109,                  1.093,                0.85961,                 0.7544,                0.83653,                0.61209,                 1.0516,                0.62957,                 1.1819,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.91145,                0.50804,                 1.0835,                0.85941,                0.75379,                0.83658,                0.61183,                 1.0517,                0.62982,                 1.1822,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.90541,                0.50605,                  1.082,                0.85426,                0.75795,                0.83658,                0.61153,                  1.052,                0.62936,                 1.1826,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.90811,                0.50509,                 1.0825,                0.85333,                 0.7587,                0.83613,                0.61136,                 1.0521,                0.62918,                 1.1831,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.90417,                0.50678,                 1.0789,                0.85112,                0.76036,                0.83616,                0.61096,                 1.0521,                 0.6291,                 1.1833,               1.99e-05,               1.99e-05,               1.99e-05
